RMSE,NRMSE,Pearson,Kendall,Spearman
"{'Tree': 5, 'Depth': '30', 'Pair': 'Watermark-Plantobelly', 'Value': nan}","{'Tree': 5, 'Depth': '30', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(-0.22926224274124443)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(-0.10350382053206944)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(-0.1894810569947213)}"
"{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-Plantobelly', 'Value': nan}","{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(-0.5446971396243965)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(-0.39777956951986887)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(-0.5568396010430516)}"
"{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.4468192958266129)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.8905347816374383)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.6565348478850922)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.4466910217977547)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.6007316771207134)}"
"{'Tree': 5, 'Depth': '60', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.029642566561032677)}","{'Tree': 5, 'Depth': '60', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.9278053855693099)}","{'Tree': 5, 'Depth': '60', 'Pair': 'SMT100-Climavi', 'Value': np.float64(-0.37306456077813765)}","{'Tree': 5, 'Depth': '60', 'Pair': 'SMT100-Climavi', 'Value': np.float64(-0.2569241638961756)}","{'Tree': 5, 'Depth': '60', 'Pair': 'SMT100-Climavi', 'Value': np.float64(-0.45914253220573303)}"
"{'Tree': 5, 'Depth': '60', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(0.026125801796699138)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(0.9765009130188045)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(0.2155132637993539)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(0.12790213966716743)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(0.1767340847384847)}"
"{'Tree': 5, 'Depth': '60', 'Pair': 'Watermark-Climavi', 'Value': np.float64(0.43206070856947026)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Watermark-Climavi', 'Value': np.float64(1.0446003562782422)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.3169208346236546)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.20070461228598752)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.28423626603258495)}"
"{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(0.4013831472809585)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(1.0207080709748002)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(-0.27141789128113375)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(-0.23334257051977814)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(-0.2798729250303037)}"
"{'Tree': 5, 'Depth': '60', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(0.02607915503575357)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(0.9747574027140424)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(-0.1846877806555989)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(-0.13079926339496373)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(-0.18257193751734369)}"
"{'Tree': 5, 'Depth': '60', 'Pair': 'Watermark-SMT100', 'Value': np.float64(0.46766307629393505)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Watermark-SMT100', 'Value': np.float64(1.1306767924634715)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.5026027402042128)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.355822529026961)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.47922391973332695)}"
"{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(0.572069977185374)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(1.4547607362965684)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(-0.4492549484816852)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(-0.43689192290481216)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(-0.5446787627553612)}"
"{'Tree': 5, 'Depth': '60', 'Pair': 'Watermark-Plantobelly', 'Value': nan}","{'Tree': 5, 'Depth': '60', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(0.03426158060167167)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(0.11782052071461305)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(0.1532859943749549)}"
"{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-Plantobelly', 'Value': nan}","{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(-0.21867192488507242)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(-0.176928350386777)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(-0.25355815447436)}"
"{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.33088477901784374)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.8414323491011415)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.7233546743022501)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.366942010556409)}","{'Tree': 5, 'Depth': '60', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.5003691022528652)}"
